commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: accounts/fireworks/models/llama-v3p3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.2608695652173913
success_f1: 0.33718513419273055
success_recall: 0.38445108602892614
success_precision: 0.34098503791540424
overall_em: 0.2608695652173913
overall_f1: 0.33718513419273055
overall_recall: 0.38445108602892614
overall_precision: 0.34098503791540424
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 44
state_fail: 25
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 56710.23188405797
avg_tokens_out: 867.1449275362319
avg_elapsed_time: 18060.217391304348
avg_iteration: 5.927536231884058
success_only_em: 0.38636363636363635
success_only_f1: 0.5060403240749638
success_only_recall: 0.5801619303635432
success_only_precision: 0.5119992640037021
success_count: 44
failure_only_em: 0.04
failure_only_f1: 0.04
failure_only_recall: 0.04
failure_only_precision: 0.04
failure_count: 25
success_rate: 0.6376811594202898
failure_rate: 0.36231884057971014
