gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-fail-8-67d26352.json;67d26352;three triple patterns, supply;0;0;0,0;0;8;47829;1112;72715;llama-3.3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-5-67d264e0.json;67d264e0;three triple patterns, keyfigure;0;0;0,0;0;5;17802;632;50026;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-8-67d259a9.json;67d259a9;three triple patterns, supply;0;0;0,0;0;8;61340;1169;79701;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-success-6-67d263a4.json;67d263a4;four triple patterns, keyfigure;0;0;0,0;0,0;6;44697;753;49351;llama-3.3-70b-instruct;False;False;1;0;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-7-67d25fb9.json;67d25fb9;three triple patterns, geo;1;1,0;1,0;1,0;7;70493;541;45327;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-4-67d25bd7.json;67d25bd7;three triple patterns, member;1;1,0;1,0;1,0;4;77263;366;45052;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-6-67d25447.json;67d25447;four triple patterns, keyfigure;0;0;0,0;0;6;42437;793;62588;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-5-67d25841.json;67d25841;one triple pattern;1;1,0;1,0;1,0;5;12401;715;52706;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d262ec.json;67d262ec;two triple patterns;1;1,0;1,0;1,0;4;8542;381;22432;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-7-67d25c74.json;67d25c74;four triple patterns, member;1;1,0;1,0;1,0;7;145608;886;87926;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-5-67d25ee2.json;67d25ee2;three triple patterns, keyfigure;0;0;0,0;0;5;33209;700;45668;llama-3.3-70b-instruct;False;False;0;1;0;0
