commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 67
success_em: 0.3582089552238806
success_f1: 0.4156272839455321
success_recall: 0.460074559433788
success_precision: 0.43979863738292085
overall_em: 0.34782608695652173
overall_f1: 0.403580116294937
overall_recall: 0.4467390649574463
overall_precision: 0.4270508507921116
unparsable_sparql_queries: 1
unavailable_sparql_queries: 1
state_success: 45
state_fail: 24
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 46531.68656716418
avg_tokens_out: 825.1940298507462
avg_elapsed_time: 57526.522388059704
avg_iteration: 5.6716417910447765
success_only_em: 0.5454545454545454
success_only_f1: 0.632887000553424
success_only_recall: 0.7005680791378135
success_only_precision: 0.6696933796512659
success_count: 44
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 23
success_rate: 0.6521739130434783
failure_rate: 0.34782608695652173
