gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-fail-6-67d1d5ff.json;67d1d5ff;three triple patterns, supply;0;0;0,0;0;6;14795;890;48384;llama-3.3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-6-67d1d76d.json;67d1d76d;three triple patterns, keyfigure;0;0;0,0;0;6;23853;903;54406;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-5-67d1ce8f.json;67d1ce8f;three triple patterns, supply;0;0;0,0;0;5;21935;609;36200;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-7-67d1d634.json;67d1d634;four triple patterns, keyfigure;0;0;0,0;0;7;52259;938;78582;llama-3.3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-8-67d2b333.json;67d2b333;three triple patterns, geo;0;0;0,0;0;8;52795;1030;69163;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-6-67d1d04e.json;67d1d04e;three triple patterns, member;1;1,0;1,0;1,0;6;153508;817;78731;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-7-67d1cb68.json;67d1cb68;four triple patterns, keyfigure;0;0;0,0;0;7;54287;1641;135793;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-4-67d1cd3d.json;67d1cd3d;one triple pattern;1;1,0;1,0;1,0;4;7294;742;39420;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d1d5b3.json;67d1d5b3;two triple patterns;1;1,0;1,0;1,0;4;8542;382;21453;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-10-67d1d122.json;67d1d122;four triple patterns, member;0;0;0,0;0;10;283519;1584;147257;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-6-67d2b2f7.json;67d2b2f7;three triple patterns, keyfigure;0;0;0,0;0;6;42578;921;57573;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-fail-9-67d1d0a0.json;67d1d0a0;three triple patterns, keyfigure;0;0;0,0;0;9;94497;1280;94104;llama-3.3-70b-instruct;False;False;0;1;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-9-67d1d80c.json;67d1d80c;three triple patterns, geo;0;0;0,0;0;9;50001;1611;106583;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-4-67d1d693.json;67d1d693;one triple pattern;1;1,0;1,0;1,0;4;15365;488;31304;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-success-4-67d1cdf6.json;67d1cdf6;two triple patterns;1;1,0;1,0;1,0;4;38293;430;29516;llama-3.3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-6-67d1cbfc.json;67d1cbfc;three triple patterns, supply;0;0;0,0;0;6;17869;976;65295;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d1d327.json;67d1d327;two triple patterns, geo;1;1,0;1,0;1,0;4;9572;533;30471;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-fail-7-67d1d9da.json;67d1d9da;four triple patterns, supply;0;0;0,0;0;7;33759;883;61238;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-4-67d1d308.json;67d1d308;two triple patterns, geo;1;1,0;1,0;1,0;4;9057;509;29690;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-4-67d1d44b.json;67d1d44b;one triple pattern;1;1,0;1,0;1,0;4;35310;608;43537;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-fail-6-67d1d1d8.json;67d1d1d8;three triple patterns, geo;0,0;0,0;0,0;0,0;6;128642;1217;91606;llama-3.3-70b-instruct;True;False;0;1;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-3-3-70b-instruct-state-success-5-67d1d4a8.json;67d1d4a8;two triple patterns, geo;0,0;0,0;0,0;0,0;5;14046;950;55587;llama-3.3-70b-instruct;False;True;1;0;0;0
idms.json;idms-llama-3-3-70b-instruct-state-success-5-67d1d3d8.json;67d1d3d8;one triple pattern;1;1,0;1,0;1,0;5;11636;619;81622;llama-3.3-70b-instruct;False;False;1;0;0;0
net-profit-of-companies-in-2022.json;net-profit-of-companies-in-2022-llama-3-3-70b-instruct-state-success-8-67d1cff5.json;67d1cff5;three triple patterns, keyfigure;0;0;0,0;0,0;8;65395;1291;86036;llama-3.3-70b-instruct;False;False;1;0;0;0
