commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 65
success_em: 0.3384615384615385
success_f1: 0.4026715055590873
success_recall: 0.433104619394942
success_precision: 0.39762118978544875
overall_em: 0.3188405797101449
overall_f1: 0.37932822987450254
overall_recall: 0.4079971052271193
overall_precision: 0.37457068602977056
unparsable_sparql_queries: 3
unavailable_sparql_queries: 1
state_success: 46
state_fail: 23
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 56253.81538461539
avg_tokens_out: 923.4
avg_elapsed_time: 71298.36923076923
avg_iteration: 6.107692307692307
success_only_em: 0.5116279069767442
success_only_f1: 0.6086894851474576
success_only_recall: 0.6546930293179356
success_only_precision: 0.6010552868849807
success_count: 43
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 22
success_rate: 0.6666666666666666
failure_rate: 0.3333333333333333
