gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-success-7-67d45a68.json;67d45a68;three triple patterns, supply;0;0;0,0;0,0;7;63152;2274;203936;llama-3.3-70b-instruct;False;False;1;0;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-7-67d464f7.json;67d464f7;three triple patterns, keyfigure;0;0;0,0;0;7;33439;984;65635;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-8-67d46542.json;67d46542;three triple patterns, supply;0;0;0,0;0;8;43720;1040;72942;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-success-6-67d462ca.json;67d462ca;four triple patterns, keyfigure;0;0;0,0;0,0;6;44923;863;74867;llama-3.3-70b-instruct;False;False;1;0;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-7-67d46226.json;67d46226;three triple patterns, geo;1;1,0;1,0;1,0;7;70421;587;54945;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-7-67d45122.json;67d45122;three triple patterns, member;0;0;0,0;0,0;7;85937;1119;74409;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-9-67d4633a.json;67d4633a;four triple patterns, keyfigure;0;0;0,0;0;9;84687;1333;90458;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-5-67d4615f.json;67d4615f;one triple pattern;1;1,0;1,0;1,0;5;45063;661;55511;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d45cbf.json;67d45cbf;two triple patterns;1;1,0;1,0;1,0;4;8668;393;25625;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-fail-7-67d45781.json;67d45781;four triple patterns, member;0;0;0,0;0,0;7;142990;1098;123084;llama-3.3-70b-instruct;False;False;0;1;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-7-67d45980.json;67d45980;three triple patterns, keyfigure;0;0,6585365853658536;1,0;0,4909090909090909;7;56799;993;119685;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-fail-7-67d453b8.json;67d453b8;three triple patterns, keyfigure;0;0;0,0;0;7;36144;1105;68049;llama-3.3-70b-instruct;False;False;0;1;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-8-67d45e27.json;67d45e27;three triple patterns, geo;0;0;0,0;0;8;42693;1482;268966;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-4-67d46265.json;67d46265;one triple pattern;1;1,0;1,0;1,0;4;15410;423;30880;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-success-4-67d4575d.json;67d4575d;two triple patterns;1;1,0;1,0;1,0;4;37693;392;33822;llama-3.3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-7-67d463cb.json;67d463cb;three triple patterns, supply;0;0;0,0;0,0;7;63948;1057;73629;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d45420.json;67d45420;two triple patterns, geo;1;1,0;1,0;1,0;4;9303;542;32710;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-fail-5-67d45383.json;67d45383;four triple patterns, supply;0;0;0,0;0;5;11140;801;48503;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-4-67d453fe.json;67d453fe;two triple patterns, geo;1;1,0;1,0;1,0;4;21507;471;32125;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-4-67d4567b.json;67d4567b;one triple pattern;1;1,0;1,0;1,0;4;35380;785;86151;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-fail-7-67d45071.json;67d45071;three triple patterns, geo;0;0;0,0;0;7;160629;2144;174481;llama-3.3-70b-instruct;False;False;0;1;0;0
