commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.30434782608695654
success_f1: 0.3754528063098082
success_recall: 0.4187248157795142
success_precision: 0.3832174312184481
overall_em: 0.30434782608695654
overall_f1: 0.3754528063098082
overall_recall: 0.4187248157795142
overall_precision: 0.3832174312184481
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 42
state_fail: 27
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 53342.739130434784
avg_tokens_out: 826.2463768115942
avg_elapsed_time: 62956.52173913043
avg_iteration: 5.811594202898551
success_only_em: 0.5
success_only_f1: 0.6168153246518278
success_only_recall: 0.6879050544949161
success_only_precision: 0.6295714941445932
success_count: 42
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 27
success_rate: 0.6086956521739131
failure_rate: 0.391304347826087
