gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-success-6-67d472af.json;67d472af;three triple patterns, supply;0;0;0,0;0,0;6;41033;1052;95462;llama-3.3-70b-instruct;False;False;1;0;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-5-67d46d4a.json;67d46d4a;three triple patterns, keyfigure;0;0;0,0;0;5;18166;657;63421;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-8-67d47cd6.json;67d47cd6;three triple patterns, supply;0;0;0,0;0;8;42656;1140;78539;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-success-5-67d47273.json;67d47273;four triple patterns, keyfigure;0;0;0,0;0,0;5;32690;665;44996;llama-3.3-70b-instruct;False;False;1;0;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-7-67d46c53.json;67d46c53;three triple patterns, geo;1;1,0;1,0;1,0;7;70868;568;82452;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-6-67d4664e.json;67d4664e;three triple patterns, member;1;1,0;1,0;1,0;6;154364;758;78603;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-8-67d47d29.json;67d47d29;four triple patterns, keyfigure;0;0;0,0;0;8;63018;1212;86679;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-4-67d48a7d.json;67d48a7d;one triple pattern;0;0,026200873362445417;1,0;0,01327433628318584;4;11011;543;37537;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d46e59.json;67d46e59;two triple patterns;1;1,0;1,0;1,0;4;8584;312;40885;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-7-67d46cc3.json;67d46cc3;four triple patterns, member;0;0,4745762711864407;1,0;0,3111111111111111;7;142973;942;121817;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-7-67d47d86.json;67d47d86;three triple patterns, keyfigure;0;0;0,0;0;7;57027;843;61269;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-success-10-67d47b36.json;67d47b36;three triple patterns, keyfigure;0;0;0,0;0;10;57474;1359;95567;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-7-67d46bce.json;67d46bce;three triple patterns, geo;0;0;0,0;0;7;34421;1066;64864;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-7-67d474f4.json;67d474f4;one triple pattern;0;0,2865168539325843;1,0;0,16721311475409836;7;36749;987;94839;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-success-4-67d479ea.json;67d479ea;two triple patterns;1;1,0;1,0;1,0;4;40349;480;34069;llama-3.3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-7-67d48092.json;67d48092;three triple patterns, supply;0;0;0,0;0;7;63495;1237;83982;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d46968.json;67d46968;two triple patterns, geo;1;1,0;1,0;1,0;4;9280;510;45130;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-fail-5-67d47c5c.json;67d47c5c;four triple patterns, supply;0;0;0,0;0;5;12274;783;50326;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-4-67d47bfb.json;67d47bfb;two triple patterns, geo;1;1,0;1,0;1,0;4;21501;461;34088;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-4-67d47409.json;67d47409;one triple pattern;1;1,0;1,0;1,0;4;35357;771;61357;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-fail-10-67d47313.json;67d47313;three triple patterns, geo;0;0;0,0;0;10;262325;1948;236558;llama-3.3-70b-instruct;False;False;0;1;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-3-3-70b-instruct-state-fail-6-67d4699a.json;67d4699a;two triple patterns, geo;0;0;0,0;0;6;26171;753;49124;llama-3.3-70b-instruct;False;False;0;1;0;0
