gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-fail-6-67d31307.json;67d31307;three triple patterns, supply;0;0;0,0;0;6;38630;1120;120484;llama-3.3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-5-67d30e2b.json;67d30e2b;three triple patterns, keyfigure;0;0;0,0;0;5;18262;664;43271;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-8-67d3e113.json;67d3e113;three triple patterns, supply;0;0;0,0;0;8;50828;1101;69553;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-6-67d313db.json;67d313db;four triple patterns, keyfigure;0,0;0,0;0,0;0,0;6;15495;808;53458;llama-3.3-70b-instruct;True;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-5-67d31daa.json;67d31daa;three triple patterns, geo;0,0;0,0;0,0;0,0;5;35545;687;51748;llama-3.3-70b-instruct;False;True;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-11-67d31de5.json;67d31de5;three triple patterns, member;0;0;0,0;0;11;154049;2124;155492;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-8-67d31e83.json;67d31e83;four triple patterns, keyfigure;0;0;0,0;0;8;22484;1153;74017;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-5-67d31ed4.json;67d31ed4;one triple pattern;0;0;0,0;0,0;5;9256;720;42785;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-6-67d30eb4.json;67d30eb4;two triple patterns;0;0;0,0;0;6;125934;1462;138124;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-9-67d31620.json;67d31620;four triple patterns, member;0;0,13333333333333333;0,07142857142857142;1,0;9;196714;1314;177309;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-6-67d31a63.json;67d31a63;three triple patterns, keyfigure;0;0;0,0;0;6;42560;884;62970;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-fail-5-67d30fd5.json;67d30fd5;three triple patterns, keyfigure;0;0;0,0;0;5;23599;563;49232;llama-3.3-70b-instruct;False;False;0;1;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-5-67d3e087.json;67d3e087;three triple patterns, geo;0;0;0,0;0;5;12284;774;45873;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-4-67d31bd2.json;67d31bd2;one triple pattern;1;1,0;1,0;1,0;4;14575;466;41720;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-success-4-67d31561.json;67d31561;two triple patterns;1;1,0;1,0;1,0;4;36626;424;39519;llama-3.3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-4-67d31c00.json;67d31c00;three triple patterns, supply;0;0;0,0;0;4;5955;568;50923;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d3175f.json;67d3175f;two triple patterns, geo;1;1,0;1,0;1,0;4;20586;435;42452;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-success-7-67d31383.json;67d31383;four triple patterns, supply;0;0,5517241379310345;0,38095238095238093;1,0;7;52494;1022;86070;llama-3.3-70b-instruct;False;False;1;0;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-6-67d3e048.json;67d3e048;two triple patterns, geo;0;0,5;1,0;0,3333333333333333;6;40405;961;60249;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-4-67d314b6.json;67d314b6;one triple pattern;1;1,0;1,0;1,0;4;36263;523;43911;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-fail-8-67d320be.json;67d320be;three triple patterns, geo;0;0;0,0;0;8;16826;801;66366;llama-3.3-70b-instruct;False;False;0;1;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-3-3-70b-instruct-state-success-5-67d3178d.json;67d3178d;two triple patterns, geo;0;0;0,0;0,0;5;9800;435;37075;llama-3.3-70b-instruct;False;False;1;0;0;0
