commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 68
success_em: 0.3088235294117647
success_f1: 0.35768371207502725
success_recall: 0.3998825336586247
success_precision: 0.3703954248720246
overall_em: 0.30434782608695654
overall_f1: 0.3524998901608964
overall_recall: 0.3940871346200939
overall_precision: 0.36502737523619816
unparsable_sparql_queries: 0
unavailable_sparql_queries: 1
state_success: 47
state_fail: 22
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 52453.882352941175
avg_tokens_out: 848.7352941176471
avg_elapsed_time: 62398.44117647059
avg_iteration: 5.794117647058823
success_only_em: 0.45652173913043476
success_only_f1: 0.5287498352413447
success_only_recall: 0.5911307019301408
success_only_precision: 0.5475410628542973
success_count: 46
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 22
success_rate: 0.6811594202898551
failure_rate: 0.3188405797101449
