gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-fail-7-67d1edb8.json;67d1edb8;three triple patterns, supply;0;0;0,0;0;7;39341;993;80745;llama-3.3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-5-67d1ef44.json;67d1ef44;three triple patterns, keyfigure;0;0;0,0;0,0;5;19675;808;51992;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-6-67d1dd7a.json;67d1dd7a;three triple patterns, supply;0;0,3;1,0;0,17647058823529413;6;29760;739;41566;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-5-67d1ee0c.json;67d1ee0c;four triple patterns, keyfigure;0;0;0,0;0;5;33671;919;81326;llama-3.3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-7-67d1e490.json;67d1e490;three triple patterns, geo;0;0;0,0;0,0;7;69954;551;54397;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-6-67d1df04.json;67d1df04;three triple patterns, member;1;1,0;1,0;1,0;6;153480;789;70826;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-8-67d1da66.json;67d1da66;four triple patterns, keyfigure;0;0;0,0;0;8;65870;1075;67168;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-4-67d1dbda.json;67d1dbda;one triple pattern;1;1,0;1,0;1,0;4;7733;700;57002;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d1ed68.json;67d1ed68;two triple patterns;1;1,0;1,0;1,0;4;8542;382;27633;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-fail-8-67d1dfc2.json;67d1dfc2;four triple patterns, member;0;0;0,0;0;8;213709;1694;134806;llama-3.3-70b-instruct;False;False;0;1;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-success-6-67d1e39c.json;67d1e39c;three triple patterns, keyfigure;0;0;0,0;0,0;6;44376;924;77050;llama-3.3-70b-instruct;False;False;1;0;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-fail-9-67d1df4e.json;67d1df4e;three triple patterns, keyfigure;0;0;0,0;0;9;94067;1196;83089;llama-3.3-70b-instruct;False;False;0;1;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-5-67d1eff8.json;67d1eff8;three triple patterns, geo;0;0;0,0;0;5;20839;920;76231;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-4-67d1ee64.json;67d1ee64;one triple pattern;1;1,0;1,0;1,0;4;15365;491;56675;llama-3.3-70b-instruct;False;False;1;0;0;0
