gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-v3p3-70b-instruct-state-success-6-67d1a432.json;67d1a432;three triple patterns, supply;0;0;0,0;0;6;31825;762;18100;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-v3p3-70b-instruct-state-fail-7-67d1a1aa.json;67d1a1aa;three triple patterns, keyfigure;0;0;0,0;0;7;29837;1057;17592;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-v3p3-70b-instruct-state-fail-6-67d1a07a.json;67d1a07a;three triple patterns, supply;0;0;0,0;0;6;41590;919;13531;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-4-67d1a1d3.json;67d1a1d3;four triple patterns, keyfigure;0;0;0,0;0;4;21951;600;11397;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-v3p3-70b-instruct-state-success-7-67d1a221.json;67d1a221;three triple patterns, geo;0;0;0,0;0,0;7;70016;563;19915;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-v3p3-70b-instruct-state-success-8-67d1a003.json;67d1a003;three triple patterns, member;0,0;0,0;0,0;0,0;8;232354;1366;23299;accounts/fireworks/models/llama-v3p3-70b-instruct;True;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-6-67d1a040.json;67d1a040;four triple patterns, keyfigure;0;0;0,0;0,0;6;21471;1002;13904;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-v3p3-70b-instruct-state-success-5-67d1a0f3.json;67d1a0f3;one triple pattern;1;1,0;1,0;1,0;5;13932;653;9552;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-v3p3-70b-instruct-state-success-4-67d1a2fe.json;67d1a2fe;two triple patterns;1;1,0;1,0;1,0;4;8538;398;7217;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-v3p3-70b-instruct-state-success-4-67d1a182.json;67d1a182;four triple patterns, member;1;1,0;1,0;1,0;4;15602;422;7641;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-v3p3-70b-instruct-state-fail-5-67d1a0e5.json;67d1a0e5;three triple patterns, keyfigure;0;0;0,0;0;5;33359;816;10795;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-v3p3-70b-instruct-state-fail-8-67d1a395.json;67d1a395;three triple patterns, keyfigure;0;0;0,0;0;8;43427;1315;19842;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-v3p3-70b-instruct-state-success-5-67d1a3f8.json;67d1a3f8;three triple patterns, geo;1;1,0;1,0;1,0;5;22549;755;10430;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-v3p3-70b-instruct-state-success-4-67d19fb5.json;67d19fb5;one triple pattern;1;1,0;1,0;1,0;4;14647;442;12889;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-v3p3-70b-instruct-state-success-4-67d1a0c1.json;67d1a0c1;two triple patterns;1;1,0;1,0;1,0;4;39423;413;11611;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-v3p3-70b-instruct-state-fail-6-67d1a2ea.json;67d1a2ea;three triple patterns, supply;0;0;0,0;0;6;22899;1038;17236;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-v3p3-70b-instruct-state-success-4-67d1a3ab.json;67d1a3ab;two triple patterns, geo;1;1,0;1,0;1,0;4;9777;675;7548;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-v3p3-70b-instruct-state-fail-6-67d1a101.json;67d1a101;four triple patterns, supply;0;0,08385744234800839;0,9523809523809523;0,043859649122807015;6;43894;872;17953;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
