gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-v3p3-70b-instruct-state-fail-7-67d466f1.json;67d466f1;three triple patterns, supply;0;0;0,0;0;7;32733;969;18039;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-v3p3-70b-instruct-state-fail-8-67d4665d.json;67d4665d;three triple patterns, keyfigure;0;0;0,0;0;8;36794;968;25258;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-v3p3-70b-instruct-state-fail-7-67d46642.json;67d46642;three triple patterns, supply;0;0;0,0;0;7;38191;1101;22499;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-success-7-67d465dd.json;67d465dd;four triple patterns, keyfigure;0;0;0,0;0,0;7;54741;981;18779;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-v3p3-70b-instruct-state-success-8-67d464e6.json;67d464e6;three triple patterns, geo;1;1,0;1,0;1,0;8;74777;956;33907;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-v3p3-70b-instruct-state-success-7-67d46467.json;67d46467;three triple patterns, member;0;0;0,0;0;7;193399;1191;31038;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-6-67d46554.json;67d46554;four triple patterns, keyfigure;0;0;0,0;0;6;20076;1153;18388;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-v3p3-70b-instruct-state-success-5-67d46404.json;67d46404;one triple pattern;1;1,0;1,0;1,0;5;13078;723;9356;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-v3p3-70b-instruct-state-success-4-67d467ba.json;67d467ba;two triple patterns;0;0,05714285714285715;0,029411764705882353;1,0;4;6999;411;8875;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-v3p3-70b-instruct-state-success-5-67d465f8.json;67d465f8;four triple patterns, member;1;1,0;1,0;1,0;5;103289;631;13671;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-v3p3-70b-instruct-state-fail-6-67d46372.json;67d46372;three triple patterns, keyfigure;0;0;0,0;0;6;43980;774;13949;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-v3p3-70b-instruct-state-success-4-67d46210.json;67d46210;three triple patterns, keyfigure;0;0,2692307692307692;0,3111111111111111;0,23728813559322035;4;16412;647;19427;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
