commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: accounts/fireworks/models/llama-v3p3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.34782608695652173
success_f1: 0.38659289798854174
success_recall: 0.45950723284482875
success_precision: 0.3946190754343174
overall_em: 0.34782608695652173
overall_f1: 0.38659289798854174
overall_recall: 0.45950723284482875
overall_precision: 0.3946190754343174
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 49
state_fail: 20
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 53732.289855072464
avg_tokens_out: 910.4202898550725
avg_elapsed_time: 18474.376811594204
avg_iteration: 5.884057971014493
success_only_em: 0.4897959183673469
success_only_f1: 0.5443859175757016
success_only_recall: 0.6470612054345548
success_only_precision: 0.5556880858156714
success_count: 49
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 20
success_rate: 0.7101449275362319
failure_rate: 0.2898550724637681
