gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-v3p3-70b-instruct-state-fail-8-67d46380.json;67d46380;three triple patterns, supply;0;0;0,0;0;8;51547;1125;27974;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-v3p3-70b-instruct-state-success-8-67d46954.json;67d46954;three triple patterns, keyfigure;0;0,694949494949495;1,0;0,5325077399380805;8;38950;1236;21579;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-v3p3-70b-instruct-state-fail-6-67d461a9.json;67d461a9;three triple patterns, supply;0;0;0,0;0;6;28992;872;11431;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-7-67d4624b.json;67d4624b;four triple patterns, keyfigure;0;0;0,0;0;7;22184;1193;26946;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-v3p3-70b-instruct-state-fail-9-67d4669e.json;67d4669e;three triple patterns, geo;0;0;0,0;0;9;49785;1008;20426;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
ceo-of-intel.json;ceo-of-intel-llama-v3p3-70b-instruct-state-success-8-67d46771.json;67d46771;three triple patterns, member;0;0,2222222222222222;0,125;1,0;8;234131;1769;43383;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-6-67d463c9.json;67d463c9;four triple patterns, keyfigure;0;0;0,0;0;6;21784;944;20764;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-v3p3-70b-instruct-state-success-5-67d4632e.json;67d4632e;one triple pattern;1;1,0;1,0;1,0;5;40345;715;17862;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-v3p3-70b-instruct-state-success-4-67d4667c.json;67d4667c;two triple patterns;1;1,0;1,0;1,0;4;8679;425;8497;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-v3p3-70b-instruct-state-fail-8-67d468b4.json;67d468b4;four triple patterns, member;0;0;0,0;0;8;41571;1129;17291;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-v3p3-70b-instruct-state-fail-7-67d46279.json;67d46279;three triple patterns, keyfigure;0;0;0,0;0;7;54951;984;25829;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-v3p3-70b-instruct-state-success-9-67d46458.json;67d46458;three triple patterns, keyfigure;0;0,4186046511627907;1,0;0,2647058823529412;9;52794;1537;32076;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-v3p3-70b-instruct-state-fail-8-67d4680c.json;67d4680c;three triple patterns, geo;0;0;0,0;0;8;42341;1357;16656;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-v3p3-70b-instruct-state-success-4-67d46518.json;67d46518;one triple pattern;1;1,0;1,0;1,0;4;22952;575;15827;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-v3p3-70b-instruct-state-success-4-67d462c5.json;67d462c5;two triple patterns;1;1,0;1,0;1,0;4;38424;418;8950;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-v3p3-70b-instruct-state-success-5-67d468cd.json;67d468cd;three triple patterns, supply;0;0;0,0;0;5;37943;755;12145;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
