commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: accounts/fireworks/models/llama-v3p3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.2463768115942029
success_f1: 0.33033095351296093
success_recall: 0.4162948863509873
success_precision: 0.3329232708981373
overall_em: 0.2463768115942029
overall_f1: 0.33033095351296093
overall_recall: 0.4162948863509873
overall_precision: 0.3329232708981373
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 47
state_fail: 22
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 56455.68115942029
avg_tokens_out: 950.4347826086956
avg_elapsed_time: 19541.36231884058
avg_iteration: 6.072463768115942
success_only_em: 0.3617021276595745
success_only_f1: 0.48495395302966604
success_only_recall: 0.6111563225152793
success_only_precision: 0.4887596955738611
success_count: 47
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 22
success_rate: 0.6811594202898551
failure_rate: 0.3188405797101449
