gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-v3p3-70b-instruct-state-fail-7-67d46d30.json;67d46d30;three triple patterns, supply;0;0;0,0;0;7;33429;1128;19666;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-v3p3-70b-instruct-state-fail-6-67d472f8.json;67d472f8;three triple patterns, keyfigure;0;0;0,0;0;6;23947;842;26055;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-v3p3-70b-instruct-state-fail-9-67d46b10.json;67d46b10;three triple patterns, supply;0;0;0,0;0;9;81366;1419;29789;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-6-67d46bc3.json;67d46bc3;four triple patterns, keyfigure;0;0;0,0;0;6;42865;924;15534;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-v3p3-70b-instruct-state-success-9-67d47360.json;67d47360;three triple patterns, geo;0;0;0,0;0,0;9;162047;1092;29394;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-v3p3-70b-instruct-state-success-4-67d473e4.json;67d473e4;three triple patterns, member;1;1,0;1,0;1,0;4;77712;574;20332;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-v3p3-70b-instruct-state-fail-7-67d46d6d.json;67d46d6d;four triple patterns, keyfigure;0;0;0,0;0;7;28118;1219;21011;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-v3p3-70b-instruct-state-success-6-67d46cc1.json;67d46cc1;one triple pattern;1;1,0;1,0;1,0;6;15442;665;20382;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-v3p3-70b-instruct-state-success-4-67d473d8.json;67d473d8;two triple patterns;1;1,0;1,0;1,0;4;8667;367;9615;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-v3p3-70b-instruct-state-success-4-67d47383.json;67d47383;four triple patterns, member;0;0,13333333333333333;0,07142857142857142;1,0;4;57222;445;10518;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-v3p3-70b-instruct-state-success-8-67d46bf4.json;67d46bf4;three triple patterns, keyfigure;0;0;0,0;0;8;245054;2219;46415;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-v3p3-70b-instruct-state-success-8-67d46e1e.json;67d46e1e;three triple patterns, keyfigure;0;0,4186046511627907;1,0;0,2647058823529412;8;44171;1121;17883;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-v3p3-70b-instruct-state-success-4-67d472e5.json;67d472e5;three triple patterns, geo;1;1,0;1,0;1,0;4;15413;821;16239;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
