commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.2753623188405797
success_f1: 0.33264238634580656
success_recall: 0.3728924353398407
success_precision: 0.335240117154804
overall_em: 0.2753623188405797
overall_f1: 0.33264238634580656
overall_recall: 0.3728924353398407
overall_precision: 0.335240117154804
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 48
state_fail: 21
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 39616.333333333336
avg_tokens_out: 795.5507246376811
avg_elapsed_time: 62306.27536231884
avg_iteration: 5.449275362318841
success_only_em: 0.3958333333333333
success_only_f1: 0.478173430372097
success_only_recall: 0.536032875801021
success_only_precision: 0.48190766841003074
success_count: 48
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 21
success_rate: 0.6956521739130435
failure_rate: 0.30434782608695654
