gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-success-4-67d30d5a.json;67d30d5a;three triple patterns, supply;0;0;0,0;0,0;4;12691;606;35364;llama-3.3-70b-instruct;False;False;1;0;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-success-6-67d31282.json;67d31282;three triple patterns, keyfigure;0;0;0,0;0,0;6;17372;1064;102675;llama-3.3-70b-instruct;False;False;1;0;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-10-67d316a2.json;67d316a2;three triple patterns, supply;0;0;0,0;0;10;61355;1742;138020;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-6-67d31924.json;67d31924;four triple patterns, keyfigure;0;0;0,0;0;6;16644;1119;79065;llama-3.3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-6-67d318f0.json;67d318f0;three triple patterns, geo;0;0;0,0;0;6;32664;716;47098;llama-3.3-70b-instruct;False;False;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-7-67d313d8.json;67d313d8;three triple patterns, member;0;0;0,0;0;7;81729;1004;71260;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-8-67d31817.json;67d31817;four triple patterns, keyfigure;0;0;0,0;0;8;23198;1248;74471;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-4-67d31183.json;67d31183;one triple pattern;1;1,0;1,0;1,0;4;6670;494;32793;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-6-67d31a7d.json;67d31a7d;two triple patterns;1;1,0;1,0;1,0;6;12385;670;45877;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-4-67d30cdd.json;67d30cdd;four triple patterns, member;1;1,0;1,0;1,0;4;17207;369;22933;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-6-67d30dd7.json;67d30dd7;three triple patterns, keyfigure;0;0;0,0;0;6;42706;1014;68116;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-success-8-67d3149e.json;67d3149e;three triple patterns, keyfigure;0;0,4186046511627907;1,0;0,2647058823529412;8;76773;1033;81234;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-6-67d30d18.json;67d30d18;three triple patterns, geo;1;1,0;1,0;1,0;6;16764;1051;61311;llama-3.3-70b-instruct;False;False;1;0;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-4-67d31ab0.json;67d31ab0;one triple pattern;1;1,0;1,0;1,0;4;14941;461;38447;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-success-4-67d3115a.json;67d3115a;two triple patterns;1;1,0;1,0;1,0;4;37091;419;38050;llama-3.3-70b-instruct;False;False;1;0;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-success-6-67d311cc.json;67d311cc;three triple patterns, supply;0;0;0,0;0;6;27466;1052;86308;llama-3.3-70b-instruct;False;False;1;0;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d31c8e.json;67d31c8e;two triple patterns, geo;1;1,0;1,0;1,0;4;21256;490;38967;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-fail-6-67d31389.json;67d31389;four triple patterns, supply;0;0;0,0;0,0;6;41901;897;77531;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-4-67d31357.json;67d31357;two triple patterns, geo;1;1,0;1,0;1,0;4;20284;489;47497;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-4-67d3124f.json;67d3124f;one triple pattern;1;1,0;1,0;1,0;4;35860;503;47445;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-fail-6-67d31c51.json;67d31c51;three triple patterns, geo;0;0;0,0;0;6;11771;701;53330;llama-3.3-70b-instruct;False;False;0;1;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-3-3-70b-instruct-state-success-6-67d31117.json;67d31117;two triple patterns, geo;0;0;0,0;0,0;6;69404;693;63790;llama-3.3-70b-instruct;False;False;1;0;0;0
idms.json;idms-llama-3-3-70b-instruct-state-success-4-67d314f3.json;67d314f3;one triple pattern;1;1,0;1,0;1,0;4;21577;491;36475;llama-3.3-70b-instruct;False;False;1;0;0;0
net-profit-of-companies-in-2022.json;net-profit-of-companies-in-2022-llama-3-3-70b-instruct-state-fail-6-67d31ce5.json;67d31ce5;three triple patterns, keyfigure;0;0;0,0;0;6;15165;925;72508;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-ceos-with-publications.json;companies-with-ceos-with-publications-llama-3-3-70b-instruct-state-fail-8-67d31ad9.json;67d31ad9;four triple patterns, member;0;0;0,0;0;8;151213;1222;122537;llama-3.3-70b-instruct;False;False;0;1;0;0
company-that-pat-gelsinger-is-or-was-ceo-of.json;company-that-pat-gelsinger-is-or-was-ceo-of-llama-3-3-70b-instruct-state-success-4-67d3151b.json;67d3151b;three triple patterns;0;0;0,0;0,0;4;6538;416;29507;llama-3.3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021-given-in-new-taiwan-dollar.json;operating-income-of-companies-in-2021-given-in-new-taiwan-dollar-llama-3-3-70b-instruct-state-fail-5-67d3d879.json;67d3d879;four triple patterns, keyfigure;0;0;0,0;0;5;10260;803;57976;llama-3.3-70b-instruct;False;False;0;1;0;0
publications-of-pat-gelsinger-in-2005.json;publications-of-pat-gelsinger-in-2005-llama-3-3-70b-instruct-state-success-4-67d30db5.json;67d30db5;two triple patterns;1;1,0;1,0;1,0;4;9328;515;29853;llama-3.3-70b-instruct;False;False;1;0;0;0
german-companies.json;german-companies-llama-3-3-70b-instruct-state-success-4-67d31a31.json;67d31a31;two triple patterns, geo;0;0;0,0;0,0;4;24974;448;31108;llama-3.3-70b-instruct;False;False;1;0;0;0
chip-fabs-of-very-large-foundry-companies.json;chip-fabs-of-very-large-foundry-companies-llama-3-3-70b-instruct-state-success-4-67d31a53.json;67d31a53;four triple patterns;0;0,3013698630136986;1,0;0,1774193548387097;4;37484;473;36856;llama-3.3-70b-instruct;False;False;1;0;0;0
fabless-suppliers-of-tsmc.json;fabless-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-4-67d31614.json;67d31614;three triple patterns, supply;0;0;0,0;0;4;35532;600;84108;llama-3.3-70b-instruct;False;False;0;1;0;0
total-revenue-of-companies-offering-foundry-services.json;total-revenue-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-success-4-67d31b5d.json;67d31b5d;three triple patterns, keyfigure;0;0;0,0;0,0;4;29785;575;42662;llama-3.3-70b-instruct;False;False;1;0;0;0
german-companies-offering-design-services.json;german-companies-offering-design-services-llama-3-3-70b-instruct-state-fail-10-67d30ea6.json;67d30ea6;three triple patterns, geo;0;0;0,0;0;10;163644;1725;130836;llama-3.3-70b-instruct;False;False;0;1;0;0
ceos-of-very-large-companies.json;ceos-of-very-large-companies-llama-3-3-70b-instruct-state-success-7-67d3d8b8.json;67d3d8b8;four triple patterns, member;0;0,8026315789473685;0,9838709677419355;0,6777777777777778;7;124335;982;89584;llama-3.3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021.json;operating-income-of-companies-in-2021-llama-3-3-70b-instruct-state-success-8-67d3104d.json;67d3104d;three triple patterns, keyfigure;1;1,0;1,0;1,0;8;21181;1070;116931;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-customers-of-large-companies.json;medium-size-customers-of-large-companies-llama-3-3-70b-instruct-state-success-6-67d31782.json;67d31782;four triple patterns, supply;0;0;0,0;0;6;50944;1978;142876;llama-3.3-70b-instruct;False;False;1;0;0;0
assembly-test-sites-of-companies.json;assembly-test-sites-of-companies-llama-3-3-70b-instruct-state-success-4-67d31cb9.json;67d31cb9;two triple patterns;0;0,30268510984540276;1,0;0,17833173537871524;4;9359;406;28371;llama-3.3-70b-instruct;False;False;1;0;0;0
intel-s-capex.json;intel-s-capex-llama-3-3-70b-instruct-state-success-6-67d31732.json;67d31732;two triple patterns, keyfigure;1;1,0;1,0;1,0;6;68544;840;75950;llama-3.3-70b-instruct;False;False;1;0;0;0
fabless-companies.json;fabless-companies-llama-3-3-70b-instruct-state-success-4-67d30f2b.json;67d30f2b;one triple pattern;1;1,0;1,0;1,0;4;21773;452;28814;llama-3.3-70b-instruct;False;False;1;0;0;0
small-companies.json;small-companies-llama-3-3-70b-instruct-state-success-4-67d30f4a.json;67d30f4a;one triple pattern;1;1,0;1,0;1,0;4;22415;426;27025;llama-3.3-70b-instruct;False;False;1;0;0;0
capex-of-companies-in-2022-given-in-us-dollar.json;capex-of-companies-in-2022-given-in-us-dollar-llama-3-3-70b-instruct-state-success-8-67d30e1d.json;67d30e1d;four triple patterns, keyfigure;0;0;0,0;0,0;8;65628;1216;81543;llama-3.3-70b-instruct;False;False;1;0;0;0
number-of-employees-of-very-large-companies.json;number-of-employees-of-very-large-companies-llama-3-3-70b-instruct-state-fail-7-67d3d929.json;67d3d929;three triple patterns, keyfigure;0;0;0,0;0;7;31091;1008;89073;llama-3.3-70b-instruct;False;False;0;1;0;0
chip-fabs-of-very-large-companies.json;chip-fabs-of-very-large-companies-llama-3-3-70b-instruct-state-success-4-67d31865.json;67d31865;three triple patterns;0;0,1320754716981132;0,0707070707070707;1,0;4;69128;437;42670;llama-3.3-70b-instruct;False;False;1;0;0;0
services-of-samsung.json;services-of-samsung-llama-3-3-70b-instruct-state-success-6-67d31986.json;67d31986;one triple pattern;0;0;0,0;0,0;6;12165;826;54633;llama-3.3-70b-instruct;False;False;1;0;0;0
services-offered-by-german-companies.json;services-offered-by-german-companies-llama-3-3-70b-instruct-state-fail-4-67d31225.json;67d31225;three triple patterns, geo;0;0;0,0;0;4;5446;575;39632;llama-3.3-70b-instruct;False;False;0;1;0;0
