gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
large-customers-of-tsmc.json;large-customers-of-tsmc-llama-3-3-70b-instruct-state-success-7-67d45cb5.json;67d45cb5;three triple patterns, supply;0;0;0,0;0,0;7;52596;1234;230353;llama-3.3-70b-instruct;False;False;1;0;0;0
operationg-income-of-very-large-companies.json;operationg-income-of-very-large-companies-llama-3-3-70b-instruct-state-fail-6-67d454f4.json;67d454f4;three triple patterns, keyfigure;0;0;0,0;0;6;24168;681;44863;llama-3.3-70b-instruct;False;False;0;1;0;0
customers-of-tsmc-that-offer-design-services.json;customers-of-tsmc-that-offer-design-services-llama-3-3-70b-instruct-state-fail-8-67d45b0d.json;67d45b0d;three triple patterns, supply;0;0;0,0;0;8;71105;2041;165701;llama-3.3-70b-instruct;False;False;0;1;0;0
net-profit-of-companies-with-assembly-test-sites.json;net-profit-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-6-67d45ff4.json;67d45ff4;four triple patterns, keyfigure;0;0;0,0;0;6;41984;811;59390;llama-3.3-70b-instruct;False;False;0;1;0;0
country-where-tsmc-has-its-headquarter.json;country-where-tsmc-has-its-headquarter-llama-3-3-70b-instruct-state-success-6-67d45464.json;67d45464;three triple patterns, geo;0,0;0,0;0,0;0,0;6;47379;457;39352;llama-3.3-70b-instruct;False;True;1;0;0;0
ceo-of-intel.json;ceo-of-intel-llama-3-3-70b-instruct-state-success-6-67d44efa.json;67d44efa;three triple patterns, member;1;1,0;1,0;1,0;6;154425;764;94708;llama-3.3-70b-instruct;False;False;1;0;0;0
employee-count-of-companies-with-assembly-test-sites.json;employee-count-of-companies-with-assembly-test-sites-llama-3-3-70b-instruct-state-fail-6-67d4589c.json;67d4589c;four triple patterns, keyfigure;0;0;0,0;0;6;42290;907;94169;llama-3.3-70b-instruct;False;False;0;1;0;0
types-of-companies.json;types-of-companies-llama-3-3-70b-instruct-state-success-4-67d463cf.json;67d463cf;one triple pattern;0;0,026200873362445417;1,0;0,01327433628318584;4;11011;543;31932;llama-3.3-70b-instruct;False;False;1;0;0;0
people-with-publications.json;people-with-publications-llama-3-3-70b-instruct-state-success-4-67d455c3.json;67d455c3;two triple patterns;1;1,0;1,0;1,0;4;8584;312;19760;llama-3.3-70b-instruct;False;False;1;0;0;0
ceos-of-companies-that-offer-foundry-services.json;ceos-of-companies-that-offer-foundry-services-llama-3-3-70b-instruct-state-success-7-67d45492.json;67d45492;four triple patterns, member;0;0,13333333333333333;0,07142857142857142;1,0;7;141749;982;94354;llama-3.3-70b-instruct;False;False;1;0;0;0
total-assets-of-fabless-companies.json;total-assets-of-fabless-companies-llama-3-3-70b-instruct-state-fail-6-67d45bb5.json;67d45bb5;three triple patterns, keyfigure;0;0;0,0;0;6;46171;821;88355;llama-3.3-70b-instruct;False;False;0;1;0;0
capex-of-companies-offering-foundry-services.json;capex-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-success-7-67d45f45.json;67d45f45;three triple patterns, keyfigure;0;0;0,0;0,0;7;35953;936;105373;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-with-sites-in-nuremberg.json;medium-size-companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-fail-7-67d453f1.json;67d453f1;three triple patterns, geo;0;0;0,0;0;7;34423;1074;72955;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-offering-design-services.json;companies-offering-design-services-llama-3-3-70b-instruct-state-success-6-67d45e92.json;67d45e92;one triple pattern;1;1,0;1,0;1,0;6;30499;715;174817;llama-3.3-70b-instruct;False;False;1;0;0;0
small-fabless-companies.json;small-fabless-companies-llama-3-3-70b-instruct-state-fail-7-67d46236.json;67d46236;two triple patterns;0;0;0,0;0;7;53735;848;69233;llama-3.3-70b-instruct;False;False;0;1;0;0
large-suppliers-of-tsmc.json;large-suppliers-of-tsmc-llama-3-3-70b-instruct-state-fail-7-67d4603e.json;67d4603e;three triple patterns, supply;0;0;0,0;0;7;17164;961;70145;llama-3.3-70b-instruct;False;False;0;1;0;0
companies-with-sites-in-ireland.json;companies-with-sites-in-ireland-llama-3-3-70b-instruct-state-success-4-67d4522e.json;67d4522e;two triple patterns, geo;1;1,0;1,0;1,0;4;9280;514;33908;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-suppliers-of-large-companies.json;medium-size-suppliers-of-large-companies-llama-3-3-70b-instruct-state-success-7-67d46508.json;67d46508;four triple patterns, supply;0;0,3404255319148936;0,38095238095238093;0,3076923076923077;7;58815;1103;74005;llama-3.3-70b-instruct;False;False;1;0;0;0
companies-with-sites-in-nuremberg.json;companies-with-sites-in-nuremberg-llama-3-3-70b-instruct-state-success-4-67d4627f.json;67d4627f;two triple patterns, geo;1;1,0;1,0;1,0;4;9098;442;28338;llama-3.3-70b-instruct;False;False;1;0;0;0
sites-of-intel.json;sites-of-intel-llama-3-3-70b-instruct-state-success-7-67d463f8.json;67d463f8;one triple pattern;1;1,0;1,0;1,0;7;86532;1158;84817;llama-3.3-70b-instruct;False;False;1;0;0;0
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-3-3-70b-instruct-state-success-6-67d46087.json;67d46087;three triple patterns, geo;0;0;0,0;0;6;128263;1244;120795;llama-3.3-70b-instruct;False;False;1;0;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-3-3-70b-instruct-state-fail-9-67d45251.json;67d45251;two triple patterns, geo;0;0;0,0;0;9;154299;1528;127246;llama-3.3-70b-instruct;False;False;0;1;0;0
idms.json;idms-llama-3-3-70b-instruct-state-success-4-67d4501e.json;67d4501e;one triple pattern;1;1,0;1,0;1,0;4;23364;458;39708;llama-3.3-70b-instruct;False;False;1;0;0;0
net-profit-of-companies-in-2022.json;net-profit-of-companies-in-2022-llama-3-3-70b-instruct-state-success-6-67d45fb1.json;67d45fb1;three triple patterns, keyfigure;1;1,0;1,0;1,0;6;44282;894;63690;llama-3.3-70b-instruct;False;False;1;0;0;0
companies-with-ceos-with-publications.json;companies-with-ceos-with-publications-llama-3-3-70b-instruct-state-fail-6-67d45a6d.json;67d45a6d;four triple patterns, member;0;0;0,0;0;6;101460;884;104299;llama-3.3-70b-instruct;False;False;0;1;0;0
company-that-pat-gelsinger-is-or-was-ceo-of.json;company-that-pat-gelsinger-is-or-was-ceo-of-llama-3-3-70b-instruct-state-success-4-67d4593f.json;67d4593f;three triple patterns;0;0;0,0;0,0;4;8449;420;29198;llama-3.3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021-given-in-new-taiwan-dollar.json;operating-income-of-companies-in-2021-given-in-new-taiwan-dollar-llama-3-3-70b-instruct-state-fail-9-67d4518a.json;67d4518a;four triple patterns, keyfigure;0;0;0,0;0;9;170772;1586;159021;llama-3.3-70b-instruct;False;False;0;1;0;0
publications-of-pat-gelsinger-in-2005.json;publications-of-pat-gelsinger-in-2005-llama-3-3-70b-instruct-state-success-4-67d453d3.json;67d453d3;two triple patterns;0;0;0,0;0;4;9195;467;27332;llama-3.3-70b-instruct;False;False;1;0;0;0
german-companies.json;german-companies-llama-3-3-70b-instruct-state-fail-10-67d46106.json;67d46106;two triple patterns, geo;0;0;0,0;0;10;108989;3544;302216;llama-3.3-70b-instruct;False;False;0;1;0;0
chip-fabs-of-very-large-foundry-companies.json;chip-fabs-of-very-large-foundry-companies-llama-3-3-70b-instruct-state-success-5-67d4629f.json;67d4629f;four triple patterns;0;0;0,0;0,0;5;98592;732;77058;llama-3.3-70b-instruct;False;False;1;0;0;0
fabless-suppliers-of-tsmc.json;fabless-suppliers-of-tsmc-llama-3-3-70b-instruct-state-success-7-67d45682.json;67d45682;three triple patterns, supply;0;0,09375;1,0;0,04918032786885246;7;62729;2855;272084;llama-3.3-70b-instruct;False;False;1;0;0;0
total-revenue-of-companies-offering-foundry-services.json;total-revenue-of-companies-offering-foundry-services-llama-3-3-70b-instruct-state-fail-9-67d45613.json;67d45613;three triple patterns, keyfigure;0;0;0,0;0;9;82773;1147;87749;llama-3.3-70b-instruct;False;False;0;1;0;0
german-companies-offering-design-services.json;german-companies-offering-design-services-llama-3-3-70b-instruct-state-fail-7-67d45526.json;67d45526;three triple patterns, geo;0;0;0,0;0;7;80634;1442;109669;llama-3.3-70b-instruct;False;False;0;1;0;0
ceos-of-very-large-companies.json;ceos-of-very-large-companies-llama-3-3-70b-instruct-state-success-4-67d45314.json;67d45314;four triple patterns, member;0;0,991869918699187;0,9838709677419355;1,0;4;57242;522;45146;llama-3.3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021.json;operating-income-of-companies-in-2021-llama-3-3-70b-instruct-state-fail-10-67d45124.json;67d45124;three triple patterns, keyfigure;0;0;0,0;0;10;88147;1311;93531;llama-3.3-70b-instruct;False;False;0;1;0;0
medium-size-customers-of-large-companies.json;medium-size-customers-of-large-companies-llama-3-3-70b-instruct-state-success-4-67d45add.json;67d45add;four triple patterns, supply;0;0,2891566265060241;0,19047619047619047;0,6;4;22325;530;45510;llama-3.3-70b-instruct;False;False;1;0;0;0
assembly-test-sites-of-companies.json;assembly-test-sites-of-companies-llama-3-3-70b-instruct-state-success-4-67d45596.json;67d45596;two triple patterns;1;1,0;1,0;1,0;4;11828;571;41089;llama-3.3-70b-instruct;False;False;1;0;0;0
