commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 69
success_em: 0.2608695652173913
success_f1: 0.2932202903068541
success_recall: 0.3523229139382386
success_precision: 0.29778341056399193
overall_em: 0.2608695652173913
overall_f1: 0.2932202903068541
overall_recall: 0.3523229139382386
overall_precision: 0.29778341056399193
unparsable_sparql_queries: 0
unavailable_sparql_queries: 0
state_success: 50
state_fail: 19
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 48873.884057971016
avg_tokens_out: 884.2173913043479
avg_elapsed_time: 61754.95652173913
avg_iteration: 5.768115942028985
success_only_em: 0.36
success_only_f1: 0.4046440006234587
success_only_recall: 0.4862056212347693
success_only_precision: 0.4109411065783089
success_count: 50
failure_only_em: 0.0
failure_only_f1: 0.0
failure_only_recall: 0.0
failure_only_precision: 0.0
failure_count: 19
success_rate: 0.7246376811594203
failure_rate: 0.2753623188405797
