commit_id: bd93e3ca1a9ff181f4bb4f52d93dcfe368105cfc
git_label: v0.2.9
model: llama-3.3-70b-instruct
knowledge_graph_files: /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/abox-en.ttl.gz /home/dorschre/01_Projects/test/natural-language-query-answering/knowledge-graph/velektronik-graph-clean/tbox.ttl
dataset_size: 69
evaluation_size: 68
success_em: 0.25
success_f1: 0.29027041541563614
success_recall: 0.34005225746212464
success_precision: 0.307687940991826
overall_em: 0.2463768115942029
overall_f1: 0.2860635978009168
overall_recall: 0.335123963875717
overall_precision: 0.30322869547020537
unparsable_sparql_queries: 0
unavailable_sparql_queries: 1
state_success: 47
state_fail: 22
state_init: 0
state_error_api: 0
state_unknown: 0
avg_tokens_in: 54021.85294117647
avg_tokens_out: 854.4852941176471
avg_elapsed_time: 55951.83823529412
avg_iteration: 5.911764705882353
success_only_em: 0.3695652173913043
success_only_f1: 0.4285104873623228
success_only_recall: 0.4809468153787929
success_only_precision: 0.45454660051756113
success_count: 46
failure_only_em: 0.0
failure_only_f1: 0.0012229922543823889
failure_only_recall: 0.045454545454545456
failure_only_precision: 0.0006198347107438016
failure_count: 22
success_rate: 0.6811594202898551
failure_rate: 0.3188405797101449
